id,status_group
33455,functional
24928,non functional
14448,functional
63962,functional needs repair
2808,non functional
36265,functional needs repair
57164,non functional
54766,functional
10445,functional
69659,functional
53011,functional
67787,functional
39504,functional
1172,functional
47024,functional
2949,functional
48234,non functional
74087,functional
36165,functional
33702,non functional
52632,functional
21263,functional
63912,functional
60849,functional
47683,functional
69834,non functional
52115,functional
42464,functional
33916,non functional
8964,non functional
42527,non functional
23260,non functional
23503,non functional
20500,functional
45915,functional
56204,functional
15876,non functional
15320,non functional
70031,non functional
43517,functional
39070,functional
13911,functional
17202,functional
15186,functional
38292,non functional
52651,functional
17781,non functional
36073,non functional
5447,functional
24509,functional
52150,functional needs repair
33549,functional
45252,functional
35345,non functional
55984,functional
58450,functional
52635,non functional
72222,functional
15354,functional
50371,non functional
21276,functional
47954,functional
50426,non functional
72165,non functional
72006,non functional
39270,non functional
7088,non functional
27791,functional
3326,non functional
49956,non functional
69402,non functional
12562,non functional
57337,non functional
37996,functional
15392,functional needs repair
27845,functional
65984,functional
61520,non functional
37004,non functional
27595,functional
35322,non functional
54608,functional
66950,non functional
38634,non functional
17166,non functional
44746,functional
67617,functional
46107,non functional
55717,non functional
29696,non functional
11244,functional
54543,functional
67082,functional
56337,functional
49329,functional
24342,non functional
53135,functional
45167,functional
37546,non functional
14669,functional
65465,non functional
2361,functional
30282,functional
42167,non functional
26700,non functional
25313,functional
51656,non functional
69971,functional
8274,functional
57362,functional needs repair
58447,functional
39276,functional needs repair
39274,functional
34911,non functional
52313,non functional
72697,functional
24979,functional
39628,functional
19172,functional
30232,functional
36349,functional
43470,functional
10550,functional
44061,functional
37663,functional
8668,functional
35336,functional
39617,functional
55993,functional
18206,non functional
59817,non functional
73175,functional
32261,functional
44303,non functional
35097,functional
44332,non functional
42199,functional
34414,functional
22979,non functional
27114,functional
64644,functional
23670,functional needs repair
15355,non functional
50882,non functional
44790,functional
63275,non functional
39667,functional
56504,functional
36516,non functional
66885,non functional
2593,functional
4175,non functional
58117,functional
66046,functional
49685,non functional
37440,functional
14203,functional
46241,functional
7457,non functional
17699,non functional
69662,non functional
41698,non functional
67535,non functional
59976,functional
67991,functional
38437,non functional
70813,non functional
29617,non functional
41352,non functional
26137,non functional
57433,non functional
36068,functional
46960,non functional
57353,functional
33711,non functional
22336,functional
20558,non functional
50502,functional
31796,functional
3507,functional
55138,functional
17267,functional
65684,non functional
6056,non functional
67960,functional
30689,functional
64105,non functional
18725,non functional
42982,functional needs repair
67593,functional
27115,functional
42013,non functional
26143,functional
31012,functional
58731,functional
55082,functional needs repair
41363,functional
65008,functional
26109,functional
71689,non functional
50081,non functional
19286,functional
14947,non functional
66253,functional
18121,functional
16129,functional needs repair
42457,functional
13816,non functional
11235,functional
16375,functional
31754,functional
43561,functional
45598,functional
15639,non functional
20686,non functional
31983,functional
53771,functional
71019,functional
44383,functional
20497,functional
48474,non functional
68034,functional
27174,functional
70719,non functional
27756,functional
49925,non functional
62114,functional
28591,non functional
37672,non functional
5795,functional
57764,non functional
33229,non functional
17211,functional
43563,functional
1952,non functional
72318,functional
39271,functional
41833,functional
10851,functional
57434,functional
19876,functional
50411,functional
7400,functional
10772,non functional
23744,functional
50719,functional
64229,non functional
47996,functional
37400,non functional
28860,functional
54933,non functional
65542,functional
71558,non functional
13460,functional
14930,functional
39638,functional
36870,functional
58165,functional
33448,functional
73680,non functional
14750,non functional
28637,functional needs repair
67510,functional
36900,functional
28817,non functional
29579,non functional
66052,non functional
67084,functional
27055,functional
43822,non functional
63643,functional
35755,functional
22463,non functional
62338,non functional
12912,non functional
9263,functional
37864,functional
49866,non functional
38448,functional
5197,functional
35791,functional
30116,functional
9003,functional
57785,non functional
58440,non functional
12069,functional
71238,functional
67532,functional
45521,non functional
12311,functional
1724,non functional
71065,functional
58386,functional
63208,non functional
36384,non functional
1512,non functional
5326,non functional
12884,functional
44202,functional
15004,non functional
1832,non functional
66485,functional
17447,non functional
26268,functional needs repair
6030,non functional
71768,functional
19175,functional
3936,functional
44056,non functional
65414,functional
17562,non functional
18976,non functional
71332,non functional
37756,non functional
13423,functional
27062,functional
13306,functional
72344,non functional
50638,functional needs repair
40548,functional
24486,non functional
23351,functional
29970,non functional
56768,functional
62006,functional
23627,functional
3990,functional
36816,non functional
37367,functional
69640,functional
19420,functional
74218,functional
20454,non functional
23589,functional
11742,functional
2978,non functional
26668,non functional
66767,non functional
30832,functional
36463,functional
12076,non functional
31574,non functional
12471,functional
25171,functional
54875,functional
51475,non functional
70680,functional
14230,functional
62315,functional
48802,functional
37452,functional
29076,functional
7608,functional
17480,functional
34529,functional
4560,non functional
70820,functional
45010,non functional
39636,non functional
39440,functional
53389,functional
24337,functional
46136,non functional
44059,functional
15385,non functional
3492,functional
3517,functional
14608,functional
73831,functional
4033,functional
38690,non functional
44933,non functional
48847,non functional
3724,functional
6655,non functional
2540,non functional
38557,functional
69447,functional
25195,functional
69193,functional
50036,functional needs repair
59105,functional needs repair
72744,functional
40423,functional
1265,non functional
54950,non functional
10683,functional
48758,functional
48213,functional
73119,non functional
38419,non functional
58281,functional
54170,functional needs repair
13103,non functional
7695,non functional
26859,non functional
16197,functional
46654,functional
46033,functional
69338,non functional
24076,functional
60671,non functional
65823,non functional
41610,non functional
62955,functional
39290,non functional
60234,functional
29132,functional
47696,functional
12779,functional
65903,non functional
58035,functional
70100,non functional
54936,non functional
43073,non functional
61876,functional
60317,functional
33653,functional
42389,functional
24769,functional
40854,non functional
1714,functional
27708,non functional
41753,non functional
65273,non functional
13488,non functional
55654,functional
2939,non functional
70353,functional
799,functional
2493,non functional
14850,non functional
17235,functional
69626,functional
24256,functional
35505,functional
63395,non functional
46971,functional
4422,functional
45199,functional
24104,functional
37598,functional
29507,non functional
19752,functional
50424,functional
69426,non functional
46486,functional
52356,non functional
44877,functional
9857,functional
55808,functional
32347,non functional
22350,functional
23139,functional
68301,non functional
8480,functional
30759,functional
14760,functional needs repair
30079,functional
56176,functional
21422,functional
53075,functional
13785,functional
27588,non functional
37540,functional
10876,functional
21129,functional
18305,functional
24716,non functional
28634,functional
56639,functional
12863,functional
13347,functional
23443,functional
9922,functional
1712,functional
24463,functional
56329,non functional
90,functional
37085,functional
64035,functional
46817,non functional
44622,non functional
66165,non functional
67100,non functional
11305,non functional
31722,functional
39493,functional
38574,non functional
62742,non functional
11709,functional
34902,functional
18861,non functional
71735,functional
38399,functional needs repair
12378,functional
25889,functional
30615,functional
40822,functional
57971,non functional
72663,non functional
1005,non functional
62019,functional
25482,functional
56928,non functional
68252,functional
63578,functional needs repair
42879,functional
61919,functional
51846,functional
1313,functional
74209,functional
24153,functional needs repair
64834,non functional
25681,functional
9028,non functional
9555,non functional
22192,functional
6080,non functional
19760,non functional
11589,non functional
53679,functional
38562,functional
58660,non functional
13251,functional
69841,non functional
3951,functional
55977,functional
71323,non functional
8017,functional
68061,non functional
73093,functional
19366,non functional
13186,non functional
8629,functional
22555,functional
56729,functional
60115,non functional
50647,functional
25323,non functional
2005,functional needs repair
32590,non functional
55888,non functional
31894,functional needs repair
8341,functional
71668,non functional
4461,functional
55536,functional
49233,functional
36262,functional
53150,functional
12816,functional
47244,non functional
37620,non functional
46446,functional
36994,non functional
2387,non functional
29562,functional
11172,functional
37239,non functional
33981,functional
62693,non functional
14386,functional needs repair
6162,functional
52573,functional
8414,non functional
63739,non functional
36413,functional
27992,functional
45650,functional
63193,functional
69151,functional
26650,non functional
51900,non functional
16403,functional
61742,non functional
33525,functional
32499,non functional
60050,functional
1543,functional
26049,non functional
1211,functional
63008,non functional
19786,functional
63010,non functional
56542,functional
1149,functional
32642,functional
24548,functional
31159,non functional
65746,functional
54389,non functional
53619,non functional
37712,functional
45351,functional
18234,non functional
63045,functional
45051,non functional
43010,functional
53532,functional
45670,functional
16810,non functional
63253,functional
55110,functional
42752,functional
37309,functional
22788,functional
62318,non functional
71262,functional
73283,functional
16749,functional
65949,functional
1653,non functional
42059,functional
50906,functional
40190,functional
50336,non functional
12020,functional
56644,functional
50949,functional
39756,non functional
62917,functional
34076,functional
36307,non functional
50754,functional
54767,functional
35685,non functional
68667,functional
58714,functional
14418,non functional
7914,functional
31467,non functional
21916,non functional
6396,non functional
56228,functional
1458,non functional
56149,non functional
62306,functional
5143,non functional
37213,non functional
34595,non functional
15981,non functional
19238,functional
54463,non functional
53349,functional
4696,functional
54663,non functional
16949,functional
40895,functional
42250,functional
9675,functional
50382,non functional
15115,functional
73775,non functional
2027,non functional
11694,non functional
67934,non functional
56923,functional
44371,functional
7978,functional
40196,functional
60758,non functional
56308,functional
27273,functional
16086,non functional
33285,non functional
63940,non functional
19839,non functional
48337,functional
13562,non functional
8778,non functional
37983,non functional
71991,non functional
52554,non functional
7974,functional
26466,functional
2966,functional
15435,non functional
65411,functional
14473,functional
49383,non functional
63681,functional
55898,functional
10879,functional
8011,functional
43388,functional
26423,functional
19940,functional
59374,functional
51191,non functional
46502,functional
18839,non functional
71868,functional
23402,functional
57843,non functional
32984,functional
21559,functional
66613,functional
25631,functional
23823,non functional
55223,functional
61902,functional
16845,functional needs repair
23676,non functional
31662,non functional
8450,functional
24733,non functional
49198,non functional
71291,functional
19277,functional
38710,functional
35699,functional
51114,non functional
13971,functional
7134,non functional
50889,non functional
63777,functional
49784,functional needs repair
70711,functional
45908,functional
8801,non functional
34120,functional needs repair
46118,functional
14711,functional
61699,functional
10762,non functional
70271,non functional
68793,functional
62419,functional
7293,functional
23856,functional
41292,non functional
11648,functional needs repair
58421,functional
24709,functional
43869,functional needs repair
5527,non functional
45462,non functional
63012,functional
70191,non functional
66194,non functional
59349,non functional
44031,functional
27596,functional needs repair
67690,functional
14339,functional
34429,functional
50923,functional
42973,non functional
12372,functional
32998,functional
48183,non functional
20178,functional
6213,functional
40520,non functional
19532,non functional
41083,functional
50349,functional
44540,functional
10,non functional
9864,non functional
72487,non functional
68186,functional
69949,functional
20191,non functional
23621,functional
50360,non functional
19567,functional
37692,functional
72519,functional
15829,non functional
35490,non functional
70196,functional
69975,functional
74118,non functional
43080,functional
70998,non functional
13035,non functional
54117,non functional
26186,functional
6242,functional
36549,functional
16302,non functional
37568,functional
42094,non functional
27979,functional
42768,functional
51644,functional
30297,functional
46805,functional
24934,functional
61215,non functional
45916,functional
49783,non functional
23980,functional
29910,functional
28396,functional
63785,functional
36788,functional
16528,non functional
7713,functional
72843,non functional
58683,functional
66555,non functional
51012,functional
26955,non functional
51886,functional
12119,functional
27189,non functional
3719,functional
895,non functional
67830,functional
51242,non functional
52440,functional
26426,functional
73153,functional
51205,non functional
30033,functional
28124,functional
38541,non functional
72,functional
39772,non functional
65316,non functional
22676,non functional
31294,non functional
45076,non functional
67709,functional
33112,functional
28183,non functional
8497,non functional
29430,functional
61752,non functional
19422,non functional
16903,functional
963,functional
68008,functional
44308,functional
39294,functional
18719,functional
63516,non functional
32704,functional
67468,functional
34061,functional
71974,functional
59132,functional
60460,functional
48699,functional
68015,functional
57801,non functional
16954,functional
5156,functional
58803,functional
40126,non functional
46598,non functional
31818,non functional
53429,functional
31155,functional
45435,non functional
62699,functional
7233,functional
25166,non functional
26892,non functional
57374,functional
14044,functional
45100,functional
63407,functional
49087,non functional
2876,functional
8510,functional
1163,functional
38903,functional
15342,functional
59381,functional
38372,functional
16605,functional
10414,non functional
55852,functional
19824,non functional
4276,functional
73325,functional
58981,non functional
28050,functional
47842,non functional
36471,non functional
42072,functional
45613,functional
15744,non functional
8106,functional
22460,functional
20063,functional
59768,functional
63293,functional
141,functional
6542,functional
15262,functional
4943,functional
9111,functional
50030,functional
6944,functional
61772,functional
48494,functional
26934,non functional
34040,functional
61608,non functional
69176,non functional
64849,functional needs repair
19983,non functional
64985,functional
29425,functional
12881,functional
38052,non functional
29895,functional
6333,non functional
7135,functional
13044,non functional
24832,non functional
12883,functional
66043,non functional
66724,functional
2043,functional
64545,functional
45525,functional
16304,non functional
18548,non functional
33577,functional
21813,non functional
23524,functional
9174,non functional
31827,functional
647,functional
70475,functional
14957,non functional
65749,functional
47711,functional
23988,non functional
9321,functional
67072,functional
40945,functional
63507,non functional
28438,non functional
37265,non functional
65696,functional
3861,non functional
68208,non functional
46929,functional
64228,functional
37816,non functional
31809,functional
18040,functional
8950,non functional
56229,functional
11859,functional
31759,functional
37125,functional
21961,functional
56601,non functional
61269,functional
33277,non functional
51021,functional
54626,functional
19903,functional
36017,non functional
26830,functional
57331,functional
34553,functional
59843,functional
57575,non functional
11335,functional
13145,functional
42121,functional
16940,non functional
37477,functional
22727,non functional
63598,non functional
44353,non functional
53658,functional
19737,non functional
19990,non functional
5237,functional
62222,functional
12902,functional
44967,functional
7937,non functional
32948,functional
55259,non functional
43985,non functional
46924,functional
15678,functional
69815,functional
25269,functional
25972,functional needs repair
48697,non functional
10525,functional
59333,functional
55988,functional
3949,functional
61964,functional
155,functional
35257,functional
43066,functional
48024,non functional
51224,functional
44891,non functional
55407,functional
71866,functional
9734,functional
32113,functional
69770,functional
18286,non functional
63378,functional
38560,non functional
35790,functional
14852,functional
14114,functional
61376,functional
34424,functional
13461,non functional
47223,functional
71048,functional
1781,functional
73317,functional
58146,functional
73438,functional
1822,non functional
53257,functional needs repair
56453,functional
685,non functional
44528,non functional
29939,functional
21714,non functional
37257,non functional
49549,functional needs repair
8173,functional
36382,functional
28869,non functional
71500,functional
41699,functional
63260,functional needs repair
64859,functional
5443,functional
4737,functional
47808,functional needs repair
992,non functional
55002,non functional
32467,non functional
42660,functional
68458,functional
21711,functional
27953,functional
20344,non functional
36260,functional
12702,non functional
21463,functional
66013,functional
28849,functional
67257,non functional
63384,non functional
71802,non functional
60610,functional
31707,functional
39316,functional
43625,functional
26101,non functional
7883,non functional
64769,functional
39463,functional
74181,functional needs repair
73897,functional
74153,functional
33704,functional
17126,functional
47447,functional
51247,non functional
67533,functional
6533,non functional
14468,functional needs repair
71872,non functional
22342,non functional
4559,functional
26044,non functional
12750,functional
27398,functional
28874,functional
71495,functional
37808,functional
29509,functional
15775,non functional
16117,non functional
61746,functional
3784,functional
61903,functional
8142,functional
26610,functional
11203,functional
67195,non functional
39860,functional
47437,functional
12399,functional
40888,functional needs repair
63657,functional
70866,functional
63182,functional
34916,functional
37248,functional
48590,non functional
68360,functional
53358,functional
69464,functional needs repair
24090,functional
17158,functional
48134,non functional
31991,functional
30548,functional
59607,functional
68062,functional
72158,functional
33210,non functional
51434,functional
25649,functional
48561,non functional
43678,functional
1887,functional
37609,functional
12670,non functional
20612,functional
51496,functional
51516,functional
64631,functional
61247,functional
2753,functional
10603,functional
30964,functional
64158,non functional
27013,functional
34866,functional
57067,functional
48499,non functional
27399,functional
47334,non functional
46672,functional
17559,functional
629,non functional
36620,functional
59794,functional
6048,functional
34798,functional
46450,non functional
39612,functional
24083,non functional
56047,functional
5456,functional
67961,functional
48719,functional
68999,functional
71751,non functional
7084,functional
12644,functional
42842,functional
57583,functional
18171,non functional
5316,non functional
18945,functional needs repair
19707,non functional
70734,functional
11280,functional
69969,functional
10345,functional
69992,functional
13378,functional
60813,functional needs repair
24517,functional
67270,non functional
35400,functional
13712,non functional
53254,functional
68340,non functional
68714,functional
18944,functional
52114,functional needs repair
17597,functional
60847,non functional
34757,non functional
39539,non functional
16799,non functional
68112,functional
52118,functional
20660,functional needs repair
65885,functional
21520,functional
31114,functional
22708,functional
52296,functional
71498,functional
57034,non functional
71733,non functional
31417,non functional
29958,functional
60931,functional
50205,non functional
71233,non functional
22586,non functional
53543,non functional
40813,non functional
35850,non functional
27728,functional needs repair
67323,non functional
55713,functional
893,non functional
28002,functional
31475,functional needs repair
36465,functional
63198,non functional
32935,functional
27989,functional
45955,functional
31925,non functional
4217,non functional
55178,functional
16277,functional
42198,functional
67792,non functional
5026,functional
15902,non functional
62846,non functional
63063,functional
52959,non functional
51817,non functional
43049,non functional
1721,functional
23655,non functional
50177,functional
68410,non functional
47820,non functional
23638,non functional
52868,functional
43194,non functional
54800,functional
53596,functional
44296,functional
62012,functional
10798,functional
65548,non functional
31089,non functional
73977,functional
28997,functional
37767,functional
73118,functional
21130,non functional
24449,non functional
33856,functional
44712,functional
61179,functional
63580,functional
56465,non functional
43171,non functional
807,functional
20734,functional
28158,non functional
56363,functional
25537,functional
66977,functional
9326,non functional
72109,non functional
35835,functional
8315,functional
36836,functional
28577,functional
29624,non functional
47343,functional
53401,non functional
37014,functional
66226,functional needs repair
49776,functional
56931,functional
32462,functional
7515,functional
73360,functional
36248,functional
3703,non functional
8812,non functional
52186,functional
10027,functional
33735,non functional
6647,non functional
36752,non functional
70605,functional
69208,functional
36961,non functional
2723,functional
28460,non functional
66744,functional
69098,functional
26020,functional
18906,functional
12740,functional needs repair
52397,functional
2150,functional
16504,functional
1499,non functional
56965,functional
4261,non functional
57140,functional
26347,functional
69863,functional
59024,functional
29550,non functional
61105,functional
48539,non functional
54504,non functional
63512,functional
34868,functional
8320,non functional
10202,functional
25264,non functional
13089,non functional
60120,functional
64567,functional
1554,non functional
71781,non functional
1670,non functional
56256,functional
34671,non functional
51177,functional
44188,non functional
6749,non functional
20227,functional
26170,functional
24172,non functional
32509,functional
72369,non functional
67946,functional
38173,non functional
50822,non functional
30825,functional
34789,functional
54878,functional
25800,functional
9048,functional
7562,functional
10022,functional
63044,non functional
59539,functional
35448,functional
6452,non functional
4384,functional
50032,functional
21930,functional
41920,functional
14831,functional
6098,functional
34115,non functional
72003,functional
36604,functional
12107,non functional
24493,non functional
16531,functional
15285,functional
20368,functional
7701,functional needs repair
30373,non functional
2477,non functional
43670,non functional
8625,functional
67852,non functional
39451,functional needs repair
5075,non functional
46767,non functional
49351,functional
56383,functional
22440,functional
69629,functional
32730,functional
4263,functional
49706,functional
55186,functional
34098,non functional
5696,non functional
39202,functional
58401,non functional
8876,functional
59709,functional
69319,non functional
55657,functional
39297,functional
19108,functional
17955,non functional
23447,functional
23933,functional
64327,non functional
48534,functional
27275,functional
44938,functional
54383,functional
23395,functional
40059,non functional
37574,non functional
35014,functional
70292,functional needs repair
14696,non functional
68206,non functional
53852,functional
49737,functional
57612,non functional
14716,non functional
25789,non functional
22947,non functional
42080,functional
37336,functional
309,non functional
29925,non functional
53896,functional
36690,functional
66815,functional
14684,non functional
67935,non functional
48724,non functional
60341,functional
33720,functional
6820,functional
15885,functional
40080,non functional
34738,non functional
51308,functional
21718,functional
4969,non functional
28561,functional
32841,functional
50452,functional needs repair
27481,functional
7734,functional
4073,functional
4979,functional
21178,functional
29342,functional
56098,non functional
64335,functional
20553,non functional
39829,non functional
68068,non functional
65422,functional
27612,non functional
46831,functional
69275,non functional
35309,non functional
54588,non functional
44245,non functional
1814,functional
32001,non functional
5051,non functional
36777,functional
23967,functional
60695,non functional
35148,non functional
12738,functional
71944,functional
34997,non functional
52598,non functional
36749,functional
45600,functional
66990,functional
18921,functional
37356,non functional
58,functional
2782,functional
3121,functional
68176,functional needs repair
63904,non functional
31712,functional
64884,non functional
72931,functional
13671,functional
40406,non functional
55418,functional
17463,functional
5389,functional
65507,functional
43276,functional
41495,non functional
69853,non functional
5371,functional
26511,non functional
69359,non functional
26150,functional
39377,non functional
57930,functional
16562,non functional
61531,functional
22439,functional
2999,non functional
16841,functional
60305,functional
60381,functional needs repair
10455,non functional
27098,non functional
2371,functional needs repair
41127,functional
28373,non functional
45393,functional
67071,functional
49869,functional
22351,non functional
34038,functional
44723,functional
60154,functional needs repair
1942,functional
10257,non functional
12205,functional
55314,functional
23061,functional
55893,functional
48904,functional
4546,functional
39558,functional
49653,functional
39155,functional
13072,functional
12106,functional
4207,non functional
24327,functional needs repair
49540,non functional
41080,non functional
6189,functional
32663,functional
64314,functional
39791,non functional
57167,functional
11825,functional
42656,functional
54607,functional
45579,functional
46932,functional
22209,non functional
32015,non functional
40793,functional
39981,functional
49713,functional
55534,functional
7783,non functional
55098,functional
43479,functional
53743,functional
23114,functional
56530,functional
16656,functional
54755,functional
45264,functional
28254,non functional
14881,functional
72509,functional
30918,functional needs repair
22375,non functional
38421,functional
58294,functional
22382,functional
22123,non functional
65169,non functional
54001,non functional
15617,functional
66813,non functional
49733,functional
8032,functional
43522,functional
20920,non functional
30176,functional
40600,functional
52695,non functional
24915,functional
62297,functional
37005,functional
22349,functional
47685,functional
61162,functional needs repair
9722,functional
42191,functional
1591,functional
1749,non functional
5328,non functional
21706,functional
72641,non functional
36576,functional
29593,non functional
29747,non functional
24722,functional
2589,functional
12772,functional
45968,functional
7694,non functional
70721,non functional
54752,functional
15631,functional
15196,non functional
27491,functional
58886,non functional
11452,non functional
68595,functional
17010,non functional
32389,non functional
70251,functional
61037,functional needs repair
28646,functional
64279,functional
23914,non functional
17854,functional
15790,functional
41259,non functional
57303,non functional
65477,non functional
36115,functional
5024,functional
26401,non functional
50503,functional
37724,functional
62604,non functional
60534,functional needs repair
59230,non functional
70007,functional
44320,functional
44300,non functional
41079,functional
36488,functional
46936,functional
51117,non functional
21611,functional
55628,functional
70627,functional
56387,functional
64164,non functional
211,non functional
37448,functional
43859,functional
55991,functional
67415,functional
4815,non functional
68895,functional
7529,non functional
42134,non functional
25759,non functional
46155,functional
46770,functional
40396,non functional
10161,functional
68598,functional needs repair
65668,non functional
20689,non functional
56474,functional
35602,functional
21596,functional
10972,non functional
34504,non functional
26729,non functional
33566,non functional
60252,non functional
44621,functional
7735,functional
71771,non functional
54855,functional
53293,functional
20396,functional
46415,functional
26014,functional needs repair
13069,non functional
12438,functional
29991,functional
55410,functional
57016,functional
30747,functional needs repair
17037,non functional
66182,functional
59989,non functional
57515,non functional
30252,functional
68035,non functional
5458,functional
26151,non functional
59485,non functional
43995,functional
18700,functional
60209,non functional
33950,functional
5031,functional
69205,functional
71438,functional
29381,non functional
53476,functional
59701,functional
25204,functional
59623,functional
4256,non functional
71737,functional
56498,non functional
15268,functional
4932,non functional
68591,functional
30743,non functional
32203,non functional
66855,functional
56575,non functional
66689,non functional
26201,functional
62446,non functional
68896,functional
4285,functional
58304,functional
1090,non functional
56425,functional
5448,functional
58864,functional
3294,non functional
59793,non functional
22124,functional
29314,functional
48488,functional
45616,functional
61676,non functional
70593,functional
44518,functional
71455,non functional
15000,functional
61442,functional
15983,non functional
37233,functional
22220,functional
31231,functional needs repair
1795,non functional
34190,functional
7104,non functional
71818,functional
13527,functional
20332,functional
16943,non functional
43641,non functional
42880,functional
47758,non functional
62580,functional
45459,non functional
46129,non functional
27706,non functional
70080,functional
28446,functional
6610,non functional
3554,functional
4691,functional
19103,functional
27372,functional
3735,functional
57310,non functional
23690,functional
16483,non functional
30119,functional
57721,non functional
50631,non functional
71776,functional
40418,functional
8683,functional
24816,functional
31418,functional
61889,functional
54922,functional
66417,non functional
41927,functional
61208,functional
33786,functional
66677,functional
48550,functional
23063,functional
27690,non functional
48021,functional
44126,non functional
13873,functional
49418,non functional
30356,non functional
48082,functional
72114,non functional
7421,non functional
22275,functional
24609,functional needs repair
27332,non functional
20951,functional
33633,non functional
26713,non functional
40360,non functional
11383,functional
43349,non functional
28954,non functional
36421,non functional
2116,functional
54232,functional
37376,functional needs repair
24479,non functional
28364,non functional
26169,functional
6752,functional
50594,functional
50856,functional
22568,non functional
17831,functional
20238,functional
59665,functional
36675,functional
59115,non functional
46658,functional
47812,non functional
60337,non functional
5925,functional
31724,functional
18356,non functional
1949,non functional
2167,functional
53020,functional
24037,non functional
35004,non functional
8176,non functional
62817,non functional
44223,non functional
48211,non functional
72329,non functional
65035,functional
9044,non functional
3890,functional
51633,functional
54844,non functional
33149,functional
40421,functional
27362,functional
66893,functional
31148,functional
3362,functional
51273,functional
2769,non functional
31711,functional
31865,functional
30803,functional
8755,functional
48751,functional
45069,non functional
35483,non functional
10863,functional
46944,functional
17175,non functional
63331,functional
33245,non functional
47058,non functional
31091,functional
21102,functional
15897,functional
60918,functional
15964,functional
63592,functional needs repair
48162,non functional
55336,functional
23352,functional
6273,functional
21356,non functional
5093,functional
13518,functional
63302,non functional
67702,functional
42060,functional
34084,functional
39302,functional
43093,functional
6677,functional
60475,functional
58084,functional
27102,functional
49393,functional
32029,functional
2534,non functional
29386,functional
72884,functional
49553,non functional
37640,functional
52508,functional
34229,non functional
26645,non functional
72591,non functional
19022,non functional
6843,functional
58105,functional
27222,functional
12353,functional
13469,functional
65600,functional
66340,functional
20533,functional
2638,functional
41245,non functional
43236,non functional
61688,functional
19508,functional
8407,functional
71177,non functional
4740,functional
47394,functional
20283,functional
13542,non functional
32220,functional
50079,non functional
7409,functional
67526,functional
65825,non functional
65748,non functional
12304,non functional
16886,non functional
62540,functional
38544,functional
36281,functional
54460,functional
33503,functional
7085,functional
31584,non functional
57994,functional
24268,functional
32295,functional
56790,non functional
37155,non functional
9050,non functional
10367,non functional
41842,non functional
43939,functional
52426,non functional
47664,functional
20760,non functional
10490,non functional
22461,functional
16069,functional
47408,functional
48598,functional
34799,functional
43548,non functional
63173,non functional
9774,non functional
5586,functional
51441,non functional
29407,non functional
14925,functional
7545,functional
59994,non functional
41183,functional
21300,functional
11250,non functional
20863,functional
59895,functional
48954,functional
73416,functional
15152,non functional
23013,functional
70529,non functional
17961,functional
2498,non functional
72551,non functional
61577,functional
911,functional
41945,functional
23227,functional
35464,functional
40170,functional
25137,functional
17958,non functional
42310,non functional
24925,functional
16288,non functional
22892,non functional
53395,non functional
71225,functional
66085,non functional
7992,non functional
26488,non functional
29089,functional
57488,functional
42568,non functional
62342,functional
6042,functional
55931,non functional
50120,functional
14780,functional
65623,functional
17926,functional
21498,functional
18899,functional
25993,non functional
72535,functional
51289,functional
27104,non functional
30354,functional
54408,functional
25350,functional
36398,functional
67096,functional
47684,functional
73219,functional
49739,functional
110,functional
40616,functional
3350,non functional
68614,non functional
2016,non functional
44757,functional
48832,non functional
5270,non functional
2801,functional
41269,functional
19326,functional
34202,functional
42911,non functional
22262,functional
15408,non functional
50064,functional
60181,non functional
69782,functional
57210,functional
62568,functional
73904,functional
38504,non functional
16951,non functional
11940,functional
45124,functional
41573,functional
68579,functional needs repair
3805,non functional
62667,functional
36172,non functional
53569,functional
28618,functional needs repair
19459,functional
3664,functional
19947,non functional
31071,non functional
55861,functional
38218,non functional
39255,non functional
51942,non functional
50790,non functional
17930,non functional
698,functional
21774,functional
11529,functional
38015,functional
53402,non functional
55762,functional
4298,functional
31356,non functional
20177,functional
51598,non functional
64420,functional
26881,functional
63444,non functional
38567,functional
11257,functional
68124,functional
14944,functional needs repair
50281,non functional
48627,functional
470,non functional
15407,functional
45543,functional
56078,functional
31388,non functional
7246,functional
33908,functional
13710,non functional
16404,non functional
24105,non functional
19610,non functional
4411,non functional
6982,functional
20296,functional
24643,functional
38334,non functional
48315,functional
50851,functional
41147,functional
1514,functional
29844,functional
25169,non functional
72723,non functional
10136,non functional
59605,functional
56356,functional
53971,non functional
68077,functional
27737,functional
37311,functional
44229,functional
69141,functional
41340,non functional
12100,functional
61502,functional
21189,functional
14063,non functional
55070,non functional
49559,functional
33842,non functional
4130,functional
7818,functional
72361,non functional
64742,functional
61231,non functional
53261,non functional
58156,functional
42102,non functional
31210,non functional
69881,non functional
71904,functional
1215,non functional
58848,functional
6857,functional
65644,non functional
14807,non functional
73199,functional
60173,functional
53803,non functional
38979,functional
23825,non functional
40376,functional
6132,functional
8903,non functional
5779,functional
60441,functional
46075,functional
30392,non functional
41801,functional needs repair
47412,functional
29654,functional
32394,functional
56666,functional
69076,functional
35188,functional
34273,functional
13381,functional
36639,functional
37876,non functional
34566,non functional
62432,functional
60288,non functional
16011,non functional
35758,functional
46456,non functional
19936,functional
54818,non functional
61822,functional
37824,functional
71017,non functional
30698,functional
66683,non functional
43384,non functional
22428,functional
62652,functional
10643,functional
51461,non functional
25245,functional
39179,non functional
12703,functional
69265,functional
30517,non functional
27715,functional
1504,functional
